evento,descricao,similar_event,descricao_similar,similarity
Encontro de tutores - ENAPET 2022,"Encaminhamento 5: Que a diretoria da CENAPET, logo após a assembleia do ENAPET 2022, envie uma carta aos CLAAs reforçando a necessidade de avaliação e devolutiva dos relatórios, planejamentos e prestações de contas dos grupos PETs, para os tutores e tutoras. 153 pessoas presentes - Aprovado com 75% (62 votos), 18% de abstenção (15 votos) e suspensão de 7% (6 votos)",Encontro de Docentes - ENAPET 2020,"Proposta 10. Que a CENAPET, após o XXV ENAPET, junto com uma comissão de docentes, elabore um documento de orientação para os tutores com itens de orientação sobre a participação de tutores no PET. Aprovado integralmente na assembleia assíncrona. (Votos: 127. Manutenção integral: 66%; 2ª opção mais votada — Supressão: 20%)

Proposta 11. Que após o XXV - ENAPET a CENAPET realize junto as Universidades um levantamento sobre as fragilidades da gestão de tutoria e estruturas internas (CLAA - PET, participação de Pro-reitorias) . A partir deste levantamento a CENAPET em conjunto com tutores voluntários ir ́a organizar documentos orientativos e outras ações de capacitação e/ou atualização na formação de tutores destas instituições. Além disto a CENAPET juntamente com tutores voluntários poderão oferecer um programa anual de formação de tutores apresentando, estratégias e formas de organização no processo de tutoria. Aprovado integralmente na assembleia

Proposta 12. Logo após o XXV ENAPET, ainda em dezembro, que a Diretoria da CENAPET encaminhe ofício ao MEC, solicitando audiência para tratar de todos problemas que estamos enfrentando com o SIGPET. Que nesta audiência seja solicitado um manual sobre o SIGPET.
Aprovado na assembleia s ́ıncrona
(Votos: 213. Aprova ̧c ̃ao: 72%; 2ª opção mais votada — Abstenções: 20%)

Proposta 13. Que após o XXV ENAPET, a Diretoria da CENAPET junto com os Interlocutores, MOBILIZAPET, criem mecanismos e mobilização para que o MEC resolva de uma vez por todas os problemas da plataforma SIGPET e que as bolsas sejam pagas na sua  ́ıntegras e retroativas ao problema da plataforma.
Aprovado integralmente na assembleia assíncrona

(Votos: 127. Manutenção integral: 76%; 2ª opção mais votada — Abstenções: 6%)

Proposta 14. Que na Assembleia Geral do XXV ENAPET seja aprovada a conversão de sugestão para encaminhamento, referente a participação obrigatória dos tutores em pelo menos dois anos do trienio de tutoria em eventos regionais e nacionais, a fim de fortalecer a presença de tutores nos eventos PET e na manutenção do programa. Igualmente que seja incluído no processo de avaliação dos CLAA-PET das Instituições a participação dos tutores nestas atividades. Aprovado integralmente na assembleia assíncrona.",0.16339269759548206
Encontro de tutores - ENAPET 2022,"Encaminhamento 4: Que a diretoria da CENAPET estabeleça contato com a diretoria da SBPC, após a assembleia do ENAPET 2022, para discutir a problemática das perdas inflacionárias de valores de bolsa do PET e demais modalidades de bolsas, e solicitar apoio no sentido de mobilização para intervenção. 151 pessoas presentes - Aprovado com 91% (71 votos), 4% de abstenção (3 votos) e suspensão de 5% (4 votos)",GDT 2 - Mobiliza PET e Visibilidade do Programa na - ENAPET 2020,"Que a Comissao Nacional do Mobiliza do PET em conjunto com a Diretoria da CenaPET, apos a aprovaçao deste encaminhamento na assembleia geral do XXV ENAPET, busque o apoio e o compromisso, via e-mail ou outra forma de contato, da ANDIFES - Associaçao Nacional dos Dirigentes das Instituiçoes Federais de Ensino Superior e da SBPC - Sociedade Brasileira para o Progresso da CIencia para as mobilizaÇoes do PET na busca por contato com o MEC, visando debater e solucionar as diversas demandas do Programa.

Aprovado integralmente na assembleia assıncrona
(Votos: 278. ManutenÇao integral: 76%; 2a opÇao mais votada — AbstenÇao:
14%)",0.16316998884196574
GDT 2 - Mobiliza PET e Visibilidade do Programa na - ENAPET 2020,"Que a Comissao Nacional do Mobiliza do PET em conjunto com a Diretoria da CenaPET, apos a aprovaçao deste encaminhamento na assembleia geral do XXV ENAPET, busque o apoio e o compromisso, via e-mail ou outra forma de contato, da ANDIFES - Associaçao Nacional dos Dirigentes das Instituiçoes Federais de Ensino Superior e da SBPC - Sociedade Brasileira para o Progresso da CIencia para as mobilizaÇoes do PET na busca por contato com o MEC, visando debater e solucionar as diversas demandas do Programa.

Aprovado integralmente na assembleia assıncrona
(Votos: 278. ManutenÇao integral: 76%; 2a opÇao mais votada — AbstenÇao:
14%)",Encontro de tutores - ENAPET 2022,"Encaminhamento 4: Que a diretoria da CENAPET estabeleça contato com a diretoria da SBPC, após a assembleia do ENAPET 2022, para discutir a problemática das perdas inflacionárias de valores de bolsa do PET e demais modalidades de bolsas, e solicitar apoio no sentido de mobilização para intervenção. 151 pessoas presentes - Aprovado com 91% (71 votos), 4% de abstenção (3 votos) e suspensão de 5% (4 votos)",0.16316998884196574
Encontro de Discentes - ENEPET 2020,A sugestão é o grupo ver a possibilidade de custear um auxílio de internet aos/às participantes que precisam desse auxílio para participar da seleção do PET.,GDT 4 - InterPET 2018,"Nos próximos INTERPET, que a comissão organizadora, com o auxílio do G12, consulte a
comunidade petiana acerca de tema(s) específico(s) para serem tratados no GDT de diversidades.",0.16194594447379054
GDT 4 - ENEPET 2020,"Sugere-se que os grupos PET incluam atividade(s) em seu planejamento anual em colaboração com pessoas petianas egressas, como forma de aproximação e para mostrar a importância destes/as/es para o Programa.",GDT 12 - ENAPET 2018,"Que a Diretoria da CENAPET solicite ao MEC a implementação na Portaria Nº 976/2010: a obrigatoriedade da avaliação interna de discentes e tutores/as do grupo PET e que essa atividade esteja presente no planejamento e relatório anual para que seja possível analisar o comprometimento do/a integrante com o grupo, cabendo ao CLAA supervisionar a realização, mérito, e resultados da atividade.",0.16178716810603383
GDT 24: Diversidade étnico-racial no PET - ENAPET 2022,"Encaminhamento 2: Solicitar à organização do ENAPET, a partir de 2023, espaços
para pautar durante o evento a discussão sobre especificidades linguística,
socioeconômica e cultural referente aos estudantes indígenas, bem como sobre a
necessidade de revisão dos documentos oficiais do PET de forma a garantir a
inclusão das especificidades dos estudantes indígenas.",GDT3 - ENAPET 2019,"Que a Diretoria da CENAPET solicite ao MEC, em sua
próxima reunião, a revisão da Portaria nº 976/2013 a fim de revogar o inciso 4° do
artigo 20 (referente ao desligamento após duas reprovações). É necessário entender as
especificidades culturais das comunidades e povos tradicionais com o objetivo de
garantir a permanência dos mesmos tanto no PET como nas IES.",0.16132359313501565
GDT 6 - ENAPET 2019,"(Encaminhamento 6.10): Que, a partir de 2020, as comissões organizadoras dos eventos nacionais, regionais e estaduais disponibilizem também vagas sem alojamento, transporte e alimentação, com preço diferenciado, salvo casos em que estes não possuem custo envolvido, possibilitando a maior participação de PETianos/as (Aprovado por contraste);",GDT 1 - Construção de Eventos PET - ENAPET 2020,"Sugere-se que a partir do ENAPET 2020, as comissões organizadoras dos eventos regionais e nacionais do PET utilizem plataformas eletrônicas tais como TELEGRAM, Google Forms, Straw Poll, etc. eventos.",0.161074398710914
GD 11 - ENAPET 2018,"Que o CLAA solicite a administração central de ensino a inclusão de eventos deliberativos do PET no calendário acadêmico da IES a partir de 2019, garantindo dessa forma a participação dos petianos no evento com a possibilidade de justificativa e recuperação das atividades.",GDT 5: Acessibilidade no PET: existe? - ENAPET 2022,"GDT 5 (Encaminhamento 2): Que a Diretoria do CENAPET, após a aprovação na Assembleia do ENAPET 2022, por meio de ofício, solicite às Instituições de Ensino Superior (IES) que, em conjunto com a CLAA, contemplem as necessidades das pessoas com deficiências em eventos dos grupos PET para viabilizar a acessibilidade e promover a inclusão em suas atividades a partir de 2023. 56 pessoas presentes - Aprovado 69%",0.16092134014132264
GDT 13 - ENAPET 2020,"Que a Comissão de Avaliação do PET, após Assembleia Geral do XXV ENAPET, insira na Minuta do MOB 2014, Capítulo II-Estrutura e Atribuições, para as seçõess. 2.4.5 e 2.4.6, o seguinte item: Item x) Usufruir da garantia de per ́ıodo de licença (de saúde, maternidade e paternidade) e/ou flexibilização das atividades e demandas no Grupo PET, que atenda suas necessidades individuais de sa ́ude em seus diferentes âmbitos (mental, emocional, f ́ısica e sociocultural), sendo providas as condições para permanencia no Programa neste per ́ıodo de licen ̧ca e zelada a manutenão de relações respeitosas e colaborativas do grupo para com a pessoa em licença.",GT 3 - ENAPET 2018,"Das diretrizes da nova minuta do Manual de Orientações Básicas - MOB: Que a Diretoria da CENAPET, acrescente, após aprovação na Assembleia Geral do XXIII ENAPET, ao item “Atribuições do CLAA” que se refere às orientações básicas do Comitê Local de Acompanhamento e Avaliação mais um item: que o interlocutor e demais membros do CLAA representem o programa PET da IES de forma efetiva e presente nos espaços oferecidos pelo Programa nos eventos regionais e nacionais.",0.16070469353835481
GT 6 - ENAPET 2018,"Os grupos PET deverão estabelecer ao menos uma ação anual que promova o diálogo a respeito de questões referentes a relações étnico-raciais, de gênero, LGBTQ+ e conjuntura educacional em suas respectivas IES, tendo em vista o princípio de fomentar a prática cidadã prescrito no MOB (exemplo: grupos de estudo, CINEPET, debate, roda de conversa, etc.), a partir de 2019.",GDT 11 - ENAPET 2019,"Que os/as representantes discentes e tutores se articulem com intuito de criar pelo menos
uma ação de extensão anual integrativa entre os Grupos PET da IES na comunidade",0.16000218611697198
GDT 9 - ENAPET 2019,Que a Assembleia Geral do ENAPET 2019 altere no Estatuto da CENAPET o Art. 4° de “Os membros da CENAPET não serão remunerados”. Alteração: “A CENAPET não remunera seus membros”,GDT 12 - ENAPET 2018,"Que a diretoria da CENAPET solicite, ainda em 2018, junto ao MEC a alteração da portaria MEC nº 976/2010, a fim de garantir a paridade de votos entre discentes e demais membros da banca de avaliação em processos de seleção de tutores.",0.159174974378362
GDT 1 - ENAPET 2018,"Que a Diretoria da CENAPET solicite ao MEC, logo após este ENAPET que se elabore uma cartilha (baseada em sugestões dos próprios grupos PET e respaldada nos 496 itens da legislação do funcionalismo público) unificada contemplando as rubricas e especificando pontualmente quais materiais/ equipamentos/bens podem ser adquiridos e quais serviços podem ser contratados com o recurso de custeio, a fim de orientar os/as tutores/as quanto ao uso correto do recurso e dar subsídios pontuais para a prestação de contas.",Encontro de discentes - ENAPET 2022,"Encaminhamento 1: Que a diretoria da CENAPET após a Assembleia Geral do XXVII ENAPET solicite ao FNDE, através de um ofício, a implantação de um recurso de capital e envie ao MEC, assim 9 como a expansão do uso do custeio para bens duráveis e materiais perecíveis, desde que provado seu uso para fins de pesquisa e atividades de extensão. 56 pessoas presentes - Aprovado 55%",0.15812837828903725
GDT 8 - ENAPET 2019,"Que a Diretoria da CENAPET encaminhe aos InterPETs a necessidade de realização de
encontros semestrais para debates e exposição de trabalhos desenvolvidos pelos
grupos PET de cada IES, com presença não facultativa de seus respectivos
representantes, com prerrogativa de colaboração e integração para o fortalecimento do
grupo PET.","GDT 5 - A extensao, a pesquisa e o ensino como age - ENAPET 2020","Que os grupos PET promovam atividades de divulgação de trabalhos em ambientes externos às IES, como em escolas, praças, empresas, etc., de modo a ficar a cargo de cada grupo decidir o ambiente de realização dos eventos, a fim de aumentar a visibilidade dos trabalhos que o PET realiza.",0.15771814626580166
"GDT 5 - A extensao, a pesquisa e o ensino como age - ENAPET 2020","Que os grupos PET promovam atividades de divulgação de trabalhos em ambientes externos às IES, como em escolas, praças, empresas, etc., de modo a ficar a cargo de cada grupo decidir o ambiente de realização dos eventos, a fim de aumentar a visibilidade dos trabalhos que o PET realiza.",GDT 8 - ENAPET 2019,"Que a Diretoria da CENAPET encaminhe aos InterPETs a necessidade de realização de
encontros semestrais para debates e exposição de trabalhos desenvolvidos pelos
grupos PET de cada IES, com presença não facultativa de seus respectivos
representantes, com prerrogativa de colaboração e integração para o fortalecimento do
grupo PET.",0.15771814626580166
GDT 12 - ENAPET 2018,"Que a diretoria da CENAPET, por meio de carta registrada e e-mail, solicite aos CLAAs as informações acerca dos processos de seleção dos professores tutores atuantes dos grupos PET, urgencialmente do PET Economia UESB, em que os discentes não participaram do processo seletivo. Isso deve ser feito em até 2 meses após o ENAPET em Campinas.",GDT 7 - ENAPET 2019,"Que, após a Assembleia Geral do XXIV ENAPET, o CLAA garanta a participação discente nos processos seletivos para discentes e tutores dos grupos PET, garantindo a horizontalidade dos processos seletivos. (Aprovado como sugestão por contraste);",0.15768602609143587
GDT 3 - InterPET 2019.1,"Que os grupos PET através da comissão local do MobilizaPET, começando após a assembleia do InterPET, entrem em contato com as unidades acadêmicas (Diretores ou Coordenadores dos cursos, Centros acadêmicos, representantes técnicos) dos interiores objetivando listar as demandas e problemáticas referentes às condições de permanência nestes campi, de modo a viabilizar a melhoria dessa realidade através da criação de atividades interdisciplinares em conjunto com os grupos do PET UFAL. As demandas que não puderem ser solucionadas internamente deverão ser encaminhadas pelo CLAA para os devidos órgãos responsáveis.",GT 10 - ENAPET 2018,"Que após a Assembleia Geral do XXIII ENAPET, os representantes da CENAPET solicitem ao MEC, por meio de reuniões e ofícios, a possibilidade de alteração dos projetos de criação dos grupos PET Curso quanto à sua matriz para um conjunto de cursos de graduação conforme a abrangência dos grupos PET Interdisciplinares.",0.15716954989416498
GDT 1 - Construção de Eventos PET - ENAPET 2020,"Que a Comissão Organizadora do ENAPET encaminhe `a diretoria da CENAPET, responsável pela sistematização do documento ”Diretrizes para organização dos encontros regionais e encontro nacional”, atualizações bienais no referido documento, com base nas mudanças aprovadas nas Assembleias Gerais dos ENAPETs dos dois anos anteriores, a começarem 2021, nesse caso, referente `as Assembleias de 2019 e 2020. Esta sistematização servir ́a de base para que a diretoria da CENAPET modifique o documento no site da CENAPET. Aprovado integralmente na assembleia assíncrona (Votos: 326. Manutenção integral: 51%; 2ª opção mais votada — Abstenções: 29,8%).",GDT 9 - ENAPET 2019,"Que a Comissão de revisão e Sistematização do Estatuto da CENAPET altere no Estatuto da CENAPET, onde se lê as expressões “tutores e alunos” para “Petianos(as) docentes e discentes”, após a aprovação na Assembleia Geral do ENAPET 2019.",0.1568147242921431
GDT 9 - ENAPET 2019,"Que a Comissão de revisão e Sistematização do Estatuto da CENAPET altere no Estatuto da CENAPET, onde se lê as expressões “tutores e alunos” para “Petianos(as) docentes e discentes”, após a aprovação na Assembleia Geral do ENAPET 2019.",GDT 1 - Construção de Eventos PET - ENAPET 2020,"Que a Comissão Organizadora do ENAPET encaminhe `a diretoria da CENAPET, responsável pela sistematização do documento ”Diretrizes para organização dos encontros regionais e encontro nacional”, atualizações bienais no referido documento, com base nas mudanças aprovadas nas Assembleias Gerais dos ENAPETs dos dois anos anteriores, a começarem 2021, nesse caso, referente `as Assembleias de 2019 e 2020. Esta sistematização servir ́a de base para que a diretoria da CENAPET modifique o documento no site da CENAPET. Aprovado integralmente na assembleia assíncrona (Votos: 326. Manutenção integral: 51%; 2ª opção mais votada — Abstenções: 29,8%).",0.1568147242921431
GDT 10 - ENAPET 2019,"Reitera a sugestão para que os Grupos PET estabeleçam processo de
Auto Avaliação no mínimo a cada seis meses (Suprimido por contraste);",Encontro de Discentes - ENEPET 2020,"Minha sugestão é ocorrer uma melhor avaliação acerca de como se realizar o processo seletivo de forma que garanta a qualidade do processo e também sua acessibilidade, pois o objetivo é disponibilizar novas oportunidades e até que ponto essas oportunidades estão sendo garantidas no processo remoto.",0.15632822441612426
GDT3 - ENAPET 2019,"(Encaminhamento 3.17): Que no XXIV ENAPET seja criada uma Comissão responsável pela confecção de um manual que contemple as questões de diversidade em todos os seu aspectos (étnico racial, gênero, pessoas com deficiência, LGBTT, intolerância religiosa, regionalismo, xenofobia), para servir de base para a construção dos Planejamentos Anuais dos Grupos PET e condução de suas atividades. Este manual deve conter sugestões de atividade, relatos de experiência prévias, informações de encaminhamentos 7 relacionado ao tema aprovados em ENAPET’s, bem como a comissão julgar pertinente, e deverá ser finalizado até o XXIV ENAPET. Proposta de alteração: Que após aprovação na Assembleia Geral do XXIV ENAPET a Comissão de Diversidade elabore um manual que contemple as questões de diversidade em todos os seus aspectos (étnico racial, gênero, pessoas com deficiência, LGBTQIA+, intolerância religiosa, regionalismo, xenofobia, entre outras), para servir de base para a construção dos planejamentos anuais dos grupos PET e condução de suas atividades. Este manual deve conter sugestões de atividade, relatos de experiência prévias, informações de encaminhamentos relacionado ao tema aprovados em ENAPETs, bem como a comissão julgar pertinente, e deverá ser finalizado e apresentado durante o XXV ENAPET. (Alteração aprovada por contraste); Declaração de voto (3.17): Me abstive da votação, pois acredito que a proposta de escrita de um manual contendo todas as diversidades seja inviável devido ao curto período de tempo e a complexidade que a tarefa exige. Além disso, acredito que seja necessário que exista local de fala, isto é, pessoas que façam parte desses grupos falarem sobre suas vivências e demandas, o que me preocupa caso não exista dentro da comissão de Diversidade. (Ana Carolina Silva Coelho, PET Psicologia UnB).",GT 8 - ENAPET 2018,"“Renovação de membros da Comissão Divulga PET Brasil.” A comissão é ligada à diretoria de Comunicação da CENAPET. Aberta para petianos, ressaltando a importância da representatividade das 5 regiões para a formação da Comissão, realizando os trabalhos até o próximo Encontro Nacional XXIV ENAPET. A comissão é responsável por alimentação e construção de conteúdos, previamente aprovados pela diretoria de Comunicação da ENAPET. Além disso pela manutenção da plataforma (atualizações). Ao final do XXIV ENAPET a Comissão deve passar por renovações, para ingresso de novos membros, que terão seus respectivos nomes publicados em ata do evento (XXIII ENAPET Campinas), para identificação de seus trabalhos, contribuições e documentação da formação da comissão.",0.15607111742992644
GDT 6: Incentivo para a participação de estudantes - ENAPET 2022,"Encaminhamento 1: Que a Diretoria da CENAPET solicitem ao MEC por meio de ofício, após a Assembleia Geral do ENAPET 2022, aumentar o valor das bolsas para um valor proporcional à inflação, para incentivar a participação de alunos que necessitam trabalhar, possibilitando a escolha do Programa de Educação Tutorial ao invés do trabalho externo. 112 pessoas presentes - Aprovado 82%",GDT3 - ENAPET 2019,"Que a Diretoria da CENAPET envie um ofício à SESu/MEC
solicitando a regulamentação das cotas étnico-raciais dentro do Programa de Educação
Tutorial, através dos editais de processo seletivo, após a realização do ENAPET 2019.",0.15563252075826797
GDT 8 - ENAPET 2019,"O grupo Mobiliza PET deve se articular para a construção de uma Nota quanto ao papel da tutoria dentro dos grupos PET em repúdio a ações que ferem o princípio de horizontalidade e prejudicam na saúde mental dos/as discentes, reiterando as orientações do MOB. A produção deve ser publicada nas mídias sociais dos Grupos PET. A data de divulgação deve acontecer em até 2 meses da finalização do XXIV ENAPET",GT 3 - ENAPET 2018,"Que a Comissão de Avaliação, em conjunto com a Diretoria da CENAPET, elabore uma minuta com atribuições, objetivos, fundamentos, competências que não constam nas normativas para orientar o funcionamento dos CLAA das IES. Tal minuta deve ser publicada nas mídias da CENAPET até dezembro de 2018, para que os grupos PET encaminhem para seus respectivos CLAAs.",0.1549882589356082
GDT 6 - ENEPET 2020,"Sugiro criação de grupos de forma virtual, que ocorreriam reuniões pelo menos a cada 15 dias para debater sobre saúde mental.",GDT 2 - InterPET 2018,"Que os grupos do PET Ufal organizem de forma conjunta e/ou paralela atividades voltadas à
discussão e promoção de temas relacionados à saúde mental na universidade.",0.15450219784499258
GDT 9 - ENAPET 2019,"Art. 17 - A Diretoria será eleita bienalmente e será composta por um Presidente
(docente), um Vice- Presidente (docente), dois Diretores de Comunicação (um
docente e um discente), dois Diretores de Organização Regional (um docente e um
discente), por dois Diretores de Representação Estudantil (discentes) e por dois
Diretores de Mobilização (um docente e um discente), sendo que a composição terá
dois representantes, um docente e um discente, de cada região do PET no Brasil. §7° -
18
Ocorrendo vacância por renúncia acumulativa de mais da metade dos membros da
chapa original na primeira metade do mandato, serão convocadas novas eleições nos
termos do Art. 27. Substituir “artigo 27” por “artigo 25",GD 11 - ENAPET 2018,"Que as comissões organizadoras dos eventos regionais e nacionais, a partir do fim do XXIII Enapet, tenham a responsabilidade de convidar formalmente e assegurar a participação (inscrição) de no mínimo um representante discente e um representante docente da diretoria da Cenapet tendo em vista que a isenção ou não dessas inscrições ficará a cargo da comissão organizadora e seus limites orçamentários.",0.15400601938711062
GD 11 - ENAPET 2018,"Que as comissões organizadoras dos eventos regionais e nacionais, a partir do fim do XXIII Enapet, tenham a responsabilidade de convidar formalmente e assegurar a participação (inscrição) de no mínimo um representante discente e um representante docente da diretoria da Cenapet tendo em vista que a isenção ou não dessas inscrições ficará a cargo da comissão organizadora e seus limites orçamentários.",GDT 9 - ENAPET 2019,"Art. 17 - A Diretoria será eleita bienalmente e será composta por um Presidente
(docente), um Vice- Presidente (docente), dois Diretores de Comunicação (um
docente e um discente), dois Diretores de Organização Regional (um docente e um
discente), por dois Diretores de Representação Estudantil (discentes) e por dois
Diretores de Mobilização (um docente e um discente), sendo que a composição terá
dois representantes, um docente e um discente, de cada região do PET no Brasil. §7° -
18
Ocorrendo vacância por renúncia acumulativa de mais da metade dos membros da
chapa original na primeira metade do mandato, serão convocadas novas eleições nos
termos do Art. 27. Substituir “artigo 27” por “artigo 25",0.15400601938711062
GDT 1 - Construção de Eventos PET - ENAPET 2020,"Quando forem sugeridas pautas para discussão nos GDTs ou outros ambientes de discussão dos eventos regionais ou nacionais, deve haver, por parte de quem sugere a pauta, uma pequena explicação do que deve ser debatida. Ou caso seja possível, que a pessoa que sugeriu a esta pauta presente no grupo de discussão",GDT 8 - ENAPET 2019,"Que a partir do final do XXIV ENAPET, as comissões organizadoras dos eventos regionais, estaduais e nacionais reservem um GDT para discussão de questões relativas ao Mobiliza PET.",0.1538196424225282
GDT 1 - Construção de Eventos PET - ENAPET 2020,"Que após assembleia do XXV ENAPET as organizações dos eventos PET de caráter regional e nacional, investiguem a possibilidade de realizar transmissões online das atividades dos eventos através de plataformas digitais, ampliando a visibilidade de seus espaços e o alcance dessas atividades. Cabe a organização de cada evento determinar quais atividades têm viabilidade para serem transmitidas online, contendo ou não a participação de forma remota.
Aprovado integralmente na assembleia assíncrona.",GDT3 - ENAPET 2019,"Que a Diretoria da CENAPET,
até o fim de 2019, disponibilize um espaço online (via Google Drive ou outras
plataformas) para compartilhamento de atividades e editais voltados para ampliação
da diversidade dos grupos PET em âmbito nacional, que contribua para a criação de
um ambiente mais plural dentro de cada Grupo.",0.15361158614148926
"GDT 5 - A extensao, a pesquisa e o ensino como age - ENAPET 2020","Sugere-se que os grupos PET incluam atividade(s) em seu planejamento anual em colaboração com pessoas petianas egressas, como forma de aproximação e para mostrar a importância destas para o Programa.",GDT 12 - ENAPET 2018,"Que a Diretoria da CENAPET solicite ao MEC a implementação na Portaria Nº 976/2010: a obrigatoriedade da avaliação interna de discentes e tutores/as do grupo PET e que essa atividade esteja presente no planejamento e relatório anual para que seja possível analisar o comprometimento do/a integrante com o grupo, cabendo ao CLAA supervisionar a realização, mérito, e resultados da atividade.",0.15329445355872492
GT 3 - ENAPET 2018,"Que os representantes discentes da Diretoria/Conselho da CENAPET elaborem um documento, a ser enviado, até 17/09/2018, pela Diretoria da CENAPET para os CLAAs por intermédio das pró-reitoras de graduação, que mostre a dimensão do programa, a importância do bom funcionamento do CLAA, o papel do interlocutor, de maneira a garantir que todas as decisões relativas ao PET sejam tomadas de maneira colegiada pelos responsáveis pelo Programa dentro da IES conforme previsto no MOB.",GDT 2 - ENAPET 2019,"Que a Diretoria da CENAPET solicite à SESu/MEC, na primeira reunião que a diretoria da CENAPET tiver com a SESu/MEC, após a publicação da Ata da Assembleia Geral do XXIV ENAPET 2019, a inclusão do inciso XVI, no artigo 11 da Portaria 343/2013, contendo o seguinte texto: “Que o interlocutor do PET e presidente do CLAA, designado pelas Pró-Reitorias de Graduação, ou órgãos equivalentes, tenha conhecimento do Programa, sendo preferencialmente um tutor, atuante ou egresso.”

#SESu/MEC #CENAPET #CLAA",0.1532185689089458
Encaminhamentos - ENAPET 2020,"Que na assembleia geral do XXV ENAPET seja criada uma comissão, ou uma subcomissão coligada ao DivulgaPET, para coleta de dados dos grupos PET, formada por docentes e discentes de diferentes IES, para a criação de estratégias de planejamento para centralização dos dados do Programa de forma a fortalecer e unificar os diversos grupos. As definições básicas, questões norteadoras e sugestões iniciais para esta comissão estarão disponíveis em http://encurtador.com.br/CPQ69.",GDT 1 - InterPET 2019.1,"Propõe-se que o G12 articule a criação de uma comissão, até a próxima reunião do CLAA, que contribua para atualização do banco de dados de propostas e sugestões oriundas, inicialmente, dos eventos do PET realizados no ano anterior (EnaPET, EnePET e InterPET), de modo a evitar repetições nos encaminhamentos.",0.15306283680249688
GDT 1 - InterPET 2019.1,"Propõe-se que o G12 articule a criação de uma comissão, até a próxima reunião do CLAA, que contribua para atualização do banco de dados de propostas e sugestões oriundas, inicialmente, dos eventos do PET realizados no ano anterior (EnaPET, EnePET e InterPET), de modo a evitar repetições nos encaminhamentos.",Encaminhamentos - ENAPET 2020,"Que na assembleia geral do XXV ENAPET seja criada uma comissão, ou uma subcomissão coligada ao DivulgaPET, para coleta de dados dos grupos PET, formada por docentes e discentes de diferentes IES, para a criação de estratégias de planejamento para centralização dos dados do Programa de forma a fortalecer e unificar os diversos grupos. As definições básicas, questões norteadoras e sugestões iniciais para esta comissão estarão disponíveis em http://encurtador.com.br/CPQ69.",0.15306283680249688
GDT 9 - ENAPET 2019,"As assembleias gerais extraordinárias poderão realizar-se em qualquer época por
convocação do/a presidente da Diretoria da CENAPET com autorização do conselho
da CENAPET ou durante o ENAPET com o mínimo de 25% dos/as inscritos/as no
evento.",GDT 1 - Construção de Eventos PET - ENAPET 2020,"Que a Comissão Organizadora do ENAPET encaminhe `a diretoria da CENAPET, responsável pela sistematização do documento ”Diretrizes para organização dos encontros regionais e encontro nacional”, atualizações bienais no referido documento, com base nas mudanças aprovadas nas Assembleias Gerais dos ENAPETs dos dois anos anteriores, a começarem 2021, nesse caso, referente `as Assembleias de 2019 e 2020. Esta sistematização servir ́a de base para que a diretoria da CENAPET modifique o documento no site da CENAPET. Aprovado integralmente na assembleia assíncrona (Votos: 326. Manutenção integral: 51%; 2ª opção mais votada — Abstenções: 29,8%).",0.1526248391947375
GDT 4 - ENAPET 2019,"(Proposta de alteração para o encaminhamento 4.2): Que os Grupos PET enviem
um pedido ao CLAA para prever no Plano de Desenvolvimento Institucional (PDI) e
no planejamento financeiro das IES o fortalecimento do Programa de Educação
Tutorial, após a aprovação na Assembleia do XXIV ENAPET. (Proposta de
alteração de redação aprovada por contraste).",GDT 5 - ENEPET 2020,"5.2-Que cada Grupo PET, a partir desse evento crie uma comissão do mobiliza e uma do Diversifica composta por pelo menos dois ou três integrantes, compondo 12 assim uma comissão interna que atuará para fortalecer o comitê local. Votos via Assembleia Assíncrona: (Aprovação 37,5%, Alteração 1,9%, Informação 1,9%, Discussão 7,5%, Contrário 19,7%, Abstenção 31,6%) Proposta de alteração: Que os grupos PETs do Nordeste, a partir da aprovação deste encaminhamento na assembleia final do XIX ENEPET, e demais regiões do Brasil, a partir da aprovação na assembleia geral do XXV ENAPET, se articulem de forma a construir comissões para o Diversifica PET/Comissão de Diversidades composta por a partir de dois/duas petianos(as). Sendo um(a) petiana(o) efetivo(a) e um(a) vice, tendo ambos(as) igual poder de representação. Deve-se visar, com essa estratégia, construir uma estrutura de sustentação para uma mobilização que siga a seguinte sequência: Grupo PET>IES>Estado>Região>Nacional, tendo cada seção também dois/duas representantes organizados (as) de forma a não haver acúmulo de funções na instância do Diversifica PET"". (ALTERAÇÃO APROVADA POR MAIORIA NA ASSEMBLEIA SÍNCRONA)",0.15244113485295455
